Nombre,Partido,Designación,Congreso,Senado,Legislaturas
"España Fuentes, Francisco Carlos",PSOE,Asamblea de Extremadura,–,"2 (III, IV)",2
"España Moya, Julio Francisco de",PP,Alicante / Cortes Valencianas,1 (V),"3 (VIII, IX, X)",4
"España Moya, María Inmaculada de",PP,Alicante,–,"3 (VI, VII, VIII)",3
"España Reina, Carolina",PP,Málaga,"5 (X, XI, XII, XIII, XIV)",–,5
"Espasa i Oliver, Ramon","UEC (PSUC), IC, PSC-PSOE",Barcelona / Parlamento de Cataluña,"3 (III, IV, V)","3 (VI, VII, VIII)",6
"Espejo-Saavedra Conesa, José María",C's,Barcelona,"2 (XIII, XIV)",–,2
"Esperabé de Arteaga González, Jesús †",UCD,Salamanca,"2 (C, I)",–,2
"Espert Pérez-Caballero, Joaquín",PP,La Rioja,–,"2 (V, VI)",2
"Espinar Merino, Ramón María",Podemos,Asamblea de Madrid,–,"3 (X, XI, XII)",3
"Espinet Chancho, José †",UCD,Barcelona,1 (C),–,1
"Espinosa López, Rosalía de los Ángeles",PP,Almería,1 (VII),–,1
"Espinosa Mangana, María Elena",PSdeG-PSOE,Orense,1 (IX),–,1
"Espinosa Moreno, Baldomero",PSOE,Badajoz,–,"2 (XIII, XIV)",2
"Espinosa de los Monteros de Simón, Iván",Vox,Madrid,"2 (XIII, XIV)",–,2
"Esponera Pascual, José María",PSOE,Teruel,–,1 (III),1
"Espuela Orgaz, Ricardo",PP,Soria,–,1 (VII),1
"Esquerda i Segués, Josep Maria",ERC[1]​,Lérida,–,"2 (VIII, IX)",2
"Estarás Ferragut, María Rosa",PP,Baleares,1 (VII),–,1
"Estaún García, Luis",PP-PAR,Huesca,–,1 (VI),1
"Esteban Albert, Arturo",PP,Huelva,–,"2 (V, VI)",2
"Esteban Bravo, Aitor",PNV,Vizcaya,"7 (VIII, IX, X, XI, XII, XIII, XIV)",–,7
"Esteban Calonje, Cristina",Vox,Valencia,"2 (XIII, XIV)",–,2
"Esteban Gómez, Agustín †",PSOE,Toledo,1 (IV),–,1
"Esteban Martín, Miguel",UCD,Huelva,–,1 (C),1
"Esteban Mompeán, Joaquín †",UCD,Murcia,1 (C),–,1
"Esteban Santamaría, Rafael",PSOE,Guadalajara,–,"2 (XIII, XIV)",2
"Estella Goytre, Alberto",UCD,Salamanca,"2 (C, I)",–,2
"Esteller Grañana, Juan",PSOE,Castellón,–,1 (II),1
"Esteller Ruedas, María Ángeles",PP,Barcelona,1 (X),–,1
"Esteo Palomo, Juan Tomás",PP,Madrid,"2 (IV, V)",–,2
"Estevan Bolea, María Teresa","CP, PP",Madrid,"2 (III, IV)",–,2
"Estevan Serrano, Miguel Ángel",PP-PAR,Teruel,–,"2 (XI, XII)",2
"Esteve Ferrer, Héctor",PP,Albacete,"2 (VII, VIII)",–,2
"Esteve Ortega, Esperança",PSC-PSOE,Barcelona,"3 (VIII, IX, X)",–,3
"Estévez Fernández, Xerardo Denis Felipe",PSdeG-PSOE,La Coruña,1 (V),–,1
"Estrada Ibars, Marta",PSdeG-PSOE,Pontevedra,1 (IX),–,1
"Estrada Sánchez, José Luis",PSOE,Melilla,1 (II),–,1
"Estradé i Palau, Miquel Àngel",ERC,Lérida,–,"2 (XI, XII)",2
"Estrella Pedrola, Rafael",PSOE,Granada,"4 (V, VI, VII, VIII)","4 (I, II, III, IV)",8
"Estringana Mínguez, Jesús",UCD,Guadalajara,–,1 (I),1
"Etxano Varela, María Dolores",PNV,Vizcaya,–,"4 (XI, XII, XIII, XIV)",4
"Etxegoyen Gaztelumendi, Elena",PNV,Guipúzcoa,–,"2 (VII, VIII)",2
"Expósito Molina, María Luisa",CiU,Tarragona,1 (VII),–,1
"Expósito Prieto, Marcelo",ECP,Barcelona,"2 (XI, XII)",–,2
"Eza Goyeneche, Pedro",UPN,Parlamento de Navarra,–,"2 (IX, X)",2
"Faba de la Encarnación, Elena",C's,Barcelona,"2 (XI, XII)",–,2
"Fabra Fernández, Andrea",PP,Castellón / Cortes Valencianas,"2 (IX, X)",1 (VIII),3
"Fabra Part, Alberto",PP,Cortes Valencianas,–,"5 (X, XI, XII, XIII, XIV)",5
"Fabra Vallés, Juan Manuel †","AP-PDP, CP, PP",Tarragona,"4 (II, III, IV, V)",–,4
"Fábregas Giné, Manuel",UCD,Huesca,–,1 (I),1
"Fageda Aubert, Juan",PP,Mallorca (Baleares),–,"2 (VIII, IX)",2
"Fagúndez Campo, Antidio",PSOE,Zamora / Cortes de Castilla y León,1 (XIV),"2 (XII, XIII)",3
"Fajardo Palarea, Francisco Manuel",PSOE,Lanzarote (Las Palmas),–,"2 (XIII, XIV)",2
"Fajardo Spínola, Luis",PSOE,Santa Cruz de Tenerife,"5 (C, I, II, III, IV)",–,5
"Fajarnés Montaner, Antonio",CP,Huesca,–,1 (III),1
"Fajarnés Ribas, Enrique",PP,Baleares. Ibiza-Formentera,"3 (VIII, IX, X)",1 (VII),4
"Falcón Dacal, Maravillas Concepción",PP,Albacete,1 (X),–,1
"Faneca López, María Luisa",PSOE,Huelva,"2 (XIII, XIV)",–,2
"Fanjul Sedeño, Juan Manuel †",UCD,Madrid,1 (C),–,1
"Faraldo Botana, María Fernanda",PP,La Coruña,"2 (VI, VII)",–,2
"Fariñas Sobrino, Hipólito",PP,La Coruña,"3 (V, VI, VII)",–,3
"Farnós Gauchía, Joaquín",UCD,Castellón,–,1 (C),1
"Farré Fidalgo, Sònia",ECP,Barcelona,1 (XII),–,1
"Farrera Granja, Esperança",PSC-PSOE,Lérida,1 (VIII),–,1
"Faúndez Domínguez, Javier",PP,Zamora,–,"2 (XI, XII)",2
"Faura Sanmartín, Antonio","UCD, CC-UCD",Tarragona,"2 (C, I)",–,2
"Fayos Díaz, Joaquín",AP-PDP,Córdoba,1 (II),–,1
"Febrer Santandreu, Antonia",PP,Baleares,1 (VII),–,1
"Felip i Monsonís, Estanislau",CiU,Lérida,–,"2 (IV, V)",2
"Felipe Saelices, Virginia",Podemos,Cortes de Castilla-La Mancha,–,"4 (X, XI, XII, XIII)",4
"Feliu Álvarez de Sotomayor, Carmen",PP,Baleares,1 (IX),–,1
"Fenollosa Alcaide, Ernesto †",PSOE,Castellón,–,"2 (C, I)",2
"Fermosel Díaz, Jesús",PP,Asamblea de Madrid,–,"4 (X, XI, XII, XIII)",4
"Fernández Aguerri, María José",PSOE,Navarra,1 (IX),–,1
"Fernández Aguilar, Adolfo",PP,Murcia,"2 (VII, VIII)","2 (V, VI)",4
"Fernández Alemán, José",UCD,Almería,–,"2 (C, I)",2
"Fernández Álvarez, Alejandro",PP,Tarragona,1 (X),–,1
"Fernández Álvarez, María",PSOE,Asturias / JG del Principado de Asturias,–,"3 (XII, XIII, XIV)",3
"Fernández Álvarez, Mario",PP,Orense,–,1 (IV),1
"Fernández Álvarez, Rafael Luis †",PSOE,Asturias,–,"7 (C, I, II, III, IV, V, VI)",7
"Fernández Arias, Manuel Ángel",UCD,León,"2 (C, I)",–,2
"Fernández Arias, María Nelly",PSOE,Asturias,–,"3 (III, IV, V)",3
"Fernández Bello, Miguel Anxo Elías",En Marea (Anova),Lugo,"2 (XI, XII)",–,2
"Fernández Benéitez, Andrea",PSOE,León,"2 (XIII, XIV)",–,2
"Fernández Bermejo, Mariano",PSOE,Murcia,1 (IX),–,1
"Fernández Blanco, José",PSOE,Zamora,–,"6 (VIII, X, XI, XII, XIII, XIV)",6
"Fernández Caballero, María del Carmen",PP,Palencia,–,1 (XIV),1
"Fernández Calviño, José Baldomero †",UCD,La Coruña,–,"2 (C, I)",2
"Fernández Casero, Ana Belén",PSOE,Cáceres,"2 (XIII, XIV)",–,2
"Fernández Castañón, Sofía","Podemos, UP",Asturias,"4 (XI, XII, XIII, XIV)",–,4
"Fernández Chacón, José",PSOE,Cádiz,1 (VII),"2 (V, VI)",3
"Fernández Cortés, Francisco",PSOE,Badajoz,1 (II),–,1
"Fernández Cruz, Emilio",PSOE,Córdoba,1 (C),1 (I),2
"Fernández Cucurull, Nicolás",PP,Ceuta,–,"3 (VII, VIII, IX)",3
"Fernández Davila, María Olaia",BNG,Pontevedra,"3 (VIII, IX, X)",–,3
"Fernández Díaz, Alberto",PP,Parlamento de Cataluña,–,1 (VII),1
"Fernández Díaz, Elvira",PP,Pontevedra,1 (V),1 (IV),2
"Fernández Díaz, Jesús María",PSOE,Navarra,"2 (XI, XII)",–,2
"Fernández Díaz, Jorge","CP, PP",Barcelona / Parlamento de Cataluña,"9 (IV, V, VI, VII, VIII, IX, X, XI, XII)",1 (III),10
"Fernández Fernández, Andrés",PSOE,León,1 (I),–,1
"Fernández Fernández, Javier",PSOE,Asturias / JG del Principado de Asturias,1 (VI),"4 (VII, VIII, IX, X)",5
"Fernández Fernández-Madrid, Luis †","AP-PDP, CP, PP",Sevilla,–,"3 (II, III, IV)",3
"Fernández García, Eduardo",PP,León,"3 (X, XI, XII)",–,3
"Fernández Gómez, Alexandra",En Marea (Anova),Pontevedra,"2 (XI, XII)",–,2
"Fernández González, Daniel",PSC-PSOE,Barcelona,"3 (VIII, IX, X)",–,3
"Fernández González, Francisco Javier",PP,Cantabria,–,"2 (XI, XII)",2
"Fernández González, Justo",C's,León,1 (XIII),–,1
"Fernández González, María Mercedes","PP, PP-FORO",Asturias,"4 (V, VI, VII, X)",1 (XIV),5
"Fernández Gordillo, Antonio",PSOE,Madrid,1 (V),–,1
"Fernández Gutiérrez, María Isabel",PSOE,Cantabria,–,"2 (XIII, XIV)",2
"Fernández Hernández, Pedro",Vox,Zaragoza,"2 (XIII, XIV)",–,2
"Fernández Herrero, Carmelo","UCD, PSOE (PAD)",La Rioja,–,"3 (C, I, II)",3
"Fernández Ibáñez, José Ramón",PP,La Rioja,1 (V),–,1
"Fernández Inguanzo, Horacio †",PCE,Asturias,"2 (I, II)",–,2
"Fernández i Iruela, Juli",PSC-PSOE,Gerona,1 (IX),–,1
"Fernández Labrador, Pilar",CP,Salamanca,1 (III),–,1
"Fernández Leiceaga, Xoaquín María",PSdeG-PSOE,Parlamento de Galicia,–,1 (XIV),1
"Fernández López, Jesús",PP,Burgos,–,1 (VII),1
"Fernández Manrique, Manuel",UCD,Burgos,1 (C),–,1
"Fernández Martín, Horacio Félix",PSOE,Zamora,"2 (II, III)",–,2
"Fernández Marugán, Francisco Miguel",PSOE,"Sevilla, Badajoz","8 (II, III, IV, V, VI, VII, VIII, IX)",–,8
"Fernández Menéndez, Ángel",PP,Asturias,–,"3 (IV, V, VI)",3
"Fernández Molina, María Teresa",PSOE,Cortes de Castilla-La Mancha,–,"2 (XIII, XIV)",2
"Fernández Moreda, Jesús Salvador",PSdeG-PSOE,La Coruña,"5 (I, II, III, IV, V)",1 (VI),6
"Fernández Morena, Blanca Pilar",PSOE,Ciudad Real,1 (XIII),–,1
"Fernández Moya, Gracia",PSOE,Almería,1 (X),–,1
"Fernández Muñoz, María José",PSOE,Sevilla,–,"2 (XI, XII)",2
"Fernández Norniella, José Manuel",PP,Madrid,"2 (V, VI)",–,2
"Fernández Ordóñez, Francisco José †","UCD, PSOE (PAD), PSOE","Madrid, Zaragoza","4 (C, I, II, III)",–,4
"Fernández Ordóñez, Miguel Ángel",PSOE,Madrid,1 (III),–,1
"Fernández Ortega, Juan Manuel",PSOE,Granada,–,"2 (IX, X)",2
"Fernández Pacheco, Rosa María",PP,Cáceres,–,1 (VII),1
"Fernández Palacio, Martín †",UCD,Vizcaya,–,1 (C),1
"Fernández Palomino, Manuel Ángel",PSOE,Jaén,–,"2 (XIII, XIV)",2
"Fernández Pardo, María del Pilar",PP,Asturias,1 (IX),1 (VIII),2
"Fernández Pelegrina, José Miguel",PP,Málaga,–,"2 (IV, V)",2
"Fernández Pena, Paula María",PSdeG-PSOE,Parlamento de Galicia,–,1 (X),1
"Fernández Pérez, Francisco José",PP,Orense,–,"5 (X, XI, XII, XIII, XIV)",5
"Fernández Pérez, Guillermo Santiago",PSOE,Navarra,–,1 (II),1
"Fernández Rabanal, María Nieves",PSOE,León,–,"2 (IV, V)",2
"Fernández Ramiro, María Inmaculada",PSOE,Cáceres,1 (VI),"2 (IV, V)",3
"Fernández Ramos, Manuel","PSE-PSOE, PSE-EE",Vizcaya / Parlamento Vasco,–,"3 (III, IV, V)",3
"Fernández Ríos, Tomás",Vox,Huelva,1 (XIV),–,1
"Fernández Rodríguez, Juan Julio",UCD,Santa Cruz de Tenerife,1 (I),–,1
"Fernández Rodríguez, Luis Ángel",PP,Cádiz,"2 (V, VI)",–,2
"Fernández Rozada, Isidro","AP-PDP, CP, PP",Asturias / JG del Principado de Asturias,"3 (VII, VIII, IX)","6 (II, III, IV, V, VI, X)",9
"Fernández Rubiño, Eduardo",Más Madrid,Asamblea de Madrid,–,"2 (XIII, XIV)",2
"Fernández Sánchez, José Blas",PP,Cádiz,–,"3 (VII, VIII, X)",3
"Fernández Sánchez, Julián",IU-EB,Navarra,1 (VI),–,1
"Fernández Santos, Luis",PSOE,Madrid,1 (VIII),–,1
"Fernández Sanz, Matilde",PSOE,Cantabria / Asamblea de Madrid,"3 (IV, V, VI)",1 (IX),4
"Fernández Soriano, María Emelina",PSOE,Málaga,–,"2 (VIII, IX)",2
"Fernández i Teixidó, Antoni",CDS,Barcelona,"2 (III, IV)",–,2
"Fernández Torres, Alfonso †",PSOE,Jaén,1 (C),–,1
"Fernández Valenzuela, Eloísa",PSOE,Córdoba,–,1 (VI),1
"Fernández Vaquero, Gregorio Jesús",PSOE,Cortes de Castilla-La Mancha,–,"2 (XIII, XIV)",2
"Fernández Viadero, José Miguel",PRC,Parlamento de Cantabria,–,"2 (XIII, XIV)",2
"Fernández Viagas, Plácido †",PSOE,Sevilla,–,1 (I),1
"Fernández Villa, José Ángel",PSOE,Junta General del Principado de Asturias,–,"2 (VI, VII)",2
"Fernández Zanca, Manuel Francisco",PSOE,León,–,1 (VII),1
"Fernández-Ahuja García, María de los Ángeles",PP,Asturias,1 (X),–,1
"Fernández-Bravo García, Francisco Javier",C's,Ciudad Real,1 (XIII),–,1
"Fernández-Capel Baños, Blanca",PP,Granada,"5 (V, VI, VII, VIII, IX)",–,5
"Fernández-Delgado y Cerdá, María Belén",PP,Murcia,–,"2 (VII, VIII)",2
"Fernández-Escandón Álvarez, Manuel †",AP-PDP,Las Palmas,1 (II),–,1
"Fernández-España y Fernández-Latorre, María Victoria †","AP, CD, AP-PDP",La Coruña,"3 (C, I, II)",–,3
"Fernández-Galiano Fernández, Antonio †",UCD,Guadalajara,–,"2 (C, I)",2
"Fernández-Lasquetty y Blanc, Javier",PP,Madrid,1 (VIII),–,1
"Fernández-Lomana Gutiérrez, Rafael",Vox,Albacete,1 (XIV),–,1
"Fernández-Miranda y Hevia, Torcuato †",Independiente,Designación real,–,1 (C),1
"Fernández-Miranda y Lozana, Enrique",PP,Guadalajara,"4 (IV, V, VI, VII)",–,4
"Fernández-Montesinos García, Manuel",PSOE,Granada,1 (C),–,1
"Fernández-Pinilla López-Menchero, Sotero",PP,Palencia,1 (V),–,1
"Fernández-Piñar y Afán de Ribera, Rafael Carlos",PCE,Parlamento de Andalucía,–,1 (II),1
"Fernández-Roca Suárez, Carlos Hugo",Vox,Almería,1 (XIV),–,1
"Fernández de la Cueva Lominchar, Juliana",PP,Toledo,–,1 (X),1
"Fernández de la Mora y Mon, Gonzalo †",AP,Pontevedra,1 (C),–,1
"Fernández de la Reguera Lagunero, Roberto",UCD,Valladolid,–,1 (I),1
"Fernández de la Vega Sanz, María Teresa",PSOE,"Jaén, Segovia, Madrid, Valencia","4 (VI, VII, VIII, IX)",–,4
"Fernández de Mesa Díaz del Río, Arsenio",PP,La Coruña,"7 (IV, V, VI, VII, VIII, IX, X)",–,7
"Fernández de Moya Romero, José Enrique",PP,Jaén,"2 (XI, XII)",1 (X),3
"Fernández de Trocóniz Marcos, Fernando",PP,Salamanca,"4 (IV, V, VI, VII)",–,4
"Fernando Alonso, Daniel de †",UCD,Ávila,1 (C),–,1
"Ferrada Gómez, Alfonso Gustavo",PP,Cortes Valencianas,–,"2 (IX, X)",2
"Ferrández Otaño, José",PP,Valladolid,–,"3 (VII, VIII, IX)",3
"Ferrando Sendra, María Amparo",PP,Alicante,"4 (VII, VIII, IX, X)",–,4
"Ferré Fons, Anton",PSC-PSOE,Tarragona,1 (IX),–,1
"Ferrer i Gironés, Francesc †","DC, PSC-PSOE",Gerona,–,"5 (C, I, II, III, IV)",5
"Ferrer Gutiérrez, José Alfredo",CDS,Ávila,1 (IV),–,1
"Ferrer i Profitós, Manuel †","CC-UCD, CiU",Lérida,"2 (III, IV)","3 (I, II, V)",5
"Ferrer i Roca, Joaquim †",CiU,Barcelona / Parlamento de Cataluña,1 (II),"4 (III, IV, V, VI)",5
"Ferrer Roselló, Vicente Liliano","UV, PP",Valencia / Cortes Valencianas,"2 (IX, X)","3 (V, VI, VII)",5
"Ferrer Sais, Antonio Armando",PSOE,Madrid,–,"1 (XIII, XIV)",1
"Ferrer Tesoro, Sonia",PSOE,Almería,"4 (XI, XII, XIII, XIV)",–,4
"Fidalgo Areda, Miguel",PSdeG-PSOE,Orense,–,"2 (IX, X)",2
"Fidalgo Francisco, Alberto",PSdeG-PSOE,Orense,"3 (VII, VIII, IX)",–,3
"Fidalgo Iglesias, Miguel",PP,Pontevedra,–,"3 (XI, XII, XIII)",3
"Figaredo Álvarez-Sala, José María",Vox,Asturias,"2 (XIII, XIV)",–,2
"Figueras i Siñol, Carme",PSC-PSOE,Barcelona,1 (V),–,1
"Figueres Górriz, María Ascensión",PP,Castellón,1 (X),–,1
"Figuerola Cerdán, José Luis",UCD,Teruel,1 (I),1 (C),2
"Florensa i Tomàs, Carles Enric",CiU,Lérida,–,1 (VII),1
"Flores Fernández, María Isabel",PSOE,Córdoba / Parlamento de Andalucía,–,"5 (VI, VII, VIII, IX, X)",5
"Flores Flores, Bartolomé",PSOE,Almería,1 (V),1 (VI),2
"Flores Lanuza, Mario Francisco José",PP,Alicante,1 (X),–,1
"Flores López, Isidro",PSOE,Toledo,1 (IV),–,1
"Flores Valencia, Elena",PSOE,Ciudad Real / Asamblea de Madrid,–,"4 (II, III, IV, V)",4
"Flórez Rodríguez, María Aurora",PSOE,León,"2 (XI, XII)",–,2
"Floriano Corrales, Carlos Javier","PP, PP-EU",Cáceres / Asamblea de Extremadura,"4 (IX, X, XI, XII)","4 (VII, VIII, XIII, XIV)",8
"Flors Goterris, Fernando †",PSOE,Castellón,–,1 (C),1
"Folgado Blanco, José †",PP,Zamora,"2 (VII, VIII)",–,2
"Fombuena Escudero, Manuel",UCD,Sevilla,–,1 (I),1
"Font Aguiló, Margarita",EFS (PSOE),Ibiza-Formentera (Baleares),–,1 (IX),1
"Font Barceló, Jaume",PP,Mallorca (Baleares),–,"2 (V, VI)",2
"Font Bonmatí, María Ángeles",PP,Guadalajara,1 (VIII),"2 (VII, IX)",3
"Fontán Pérez, Antonio †",UCD,Madrid. Sevilla,1 (I),1 (C),2
"Fontoira Surís, Manuel †",UCD,Pontevedra,–,1 (C),1
"Forest Tarrat, Genoveva †",HB,Guipúzcoa,–,1 (IV),1
"Foz del Cacho, Rufino †",PSOE,Teruel,–,"4 (II, III, IV, V)",4
"Fraga Egusquiaguirre, Luis Manuel",PP,"Guadalajara, Cuenca",–,"6 (IV, V, VI, VII, VIII, IX)",6
"Fraga Iribarne, Manuel †","AP, CD, AP-PDP, CP, PP",Madrid / Parlamento de Galicia,"4 (C, I, II, III)","2 (VIII, IX)",6
"Fragoso Martínez, Francisco Javier",PP,Badajoz,–,1 (XIV),1
"Fraile Poujade, Modesto †","UCD, AP-PDP, CP",Segovia,"4 (C, I, II, III)",–,4
"Fraile Ruiz, Mario",PSOE,Parlamento de La Rioja,–,"3 (II, III, IV)",3
"Fráiz Armada, Francisco",PSOE,Ceuta,1 (II),–,1
"Francisco Rivera, Juan Carlos",PSdeG-PSOE,Orense,–,"2 (XIII, XIV)",2
"Franco Carmona, Isabel","Podemos, UP","Huelva, Sevilla","4 (XI, XII, XIII, XIV)",–,4
"Franco González, Silvia",PP,León,–,1 (X),1
"Franco Gutiez, Ángel Antonio",PSOE,Alicante,1 (I),"6 (II, III, IV, V, VI, VII)",7
"Franco Pardo, José Manuel",PSOE,Madrid,"2 (XIII, XIV)",–,2
"Franquis Vera, Sebastián","PSOE, PSOE-NCa",Las Palmas,"3 (X, XI, XII)",–,3
"Frau Ribes, Josefa",PSOE,Valencia,–,"4 (III, IV, V, VI)",4
"Freixanet Mateo, Maria",ECP (ICV),Barcelona,1 (XIII),"2 (XI, XII)",3
"Frías Navarrete, Milagros",PSOE,Sevilla,"3 (IV, V, VI)",–,3
"Frutos Gras, Francisco",IU,Madrid,"3 (V, VI, VII)",–,3
"Frutos Madrazo, María del Rocío de",PSdeG-PSOE,Orense,"2 (XI, XII)",–,2
"Fuejo Lago, Donato","US-PSP, PSOE",Madrid,"3 (C, I, II)",–,3
"Fuente Boada, Félix de la †",AP-PDP,Cantabria,1 (II),–,1
"Fuente y de la Fuente, Licinio de la †",AP,Toledo,1 (C),–,1
"Fuente Fombellida, María José de la",PP,Palencia,–,1 (IX),1
"Fuente Samprón, Jesús de la",PSOE,Ávila,–,1 (VII),1
"Fuentes Curbelo, Domingo Francisco",PSOE,Las Palmas / Parlamento de Canarias,1 (XIV),"2 (IX, X)",3
"Fuentes Curbelo, Juan Bernardo",PSOE,Las Palmas,1 (VIII),–,1
"Fuentes Gallardo, Francisco",PSOE,Badajoz / Asamblea de Extremadura,"5 (II, III, IV, V, VI)","4 (VII, VIII, IX, X)",9
"Fuentes García, Rafaela",PSOE,Cáceres,–,"2 (VIII, IX)",2
"Fuentes González, María Isabel",PSOE,Cádiz,1 (VIII),–,1
"Fuentes Guzmán, Sebastián",PSOE,Ciudad Real,1 (VIII),–,1
"Fuentes Lázaro, Jesús",PSOE,Toledo,"3 (I, II, III)",1 (IV),4
"Fuentes López, José Ignacio",AP-PDP,Huelva,1 (II),–,1
"Fuentes i Navarro, Roc",IC,Parlamento de Cataluña,–,"2 (III, IV)",2
"Fuentes Pacheco, Ana María",PSOE,Málaga,"2 (VIII, IX)",–,2
"Fuentes Quintana, Enrique †",Independiente,Designación real,–,1 (C),1
"Fuertes Fuertes, Luis †",PSC-PSOE,Barcelona,"2 (C, I)",–,2
"Fuertes Valenzuela, Alberto",UCD,Teruel,–,1 (C),1
"Fumero Roque, Águeda",PP,Santa Cruz de Tenerife,1 (X),–,1
"Fúnez de Gregorio, María del Carmen",PP,Ciudad Real,–,"3 (VIII, IX, X)",3
"Fuster Muniesa, José María",PP-PAR,Teruel,–,"2 (VI, X)",2
"Fuster Pérez, Joaquín †",PSOE,Alicante,1 (C),–,1
"Fuster Zanoguera, Antonio Francisco",PP,Parlamento de las Islas Baleares,–,"2 (XII, XIII)",2
"Gago Bugarín, Diego José",PP,Pontevedra,"2 (XIII, XIV)",–,2
"Gago López, Joaquín Javier",PSdeG-PSOE,Pontevedra,1 (VI),–,1
"Gago Lorenzo, José Antonio †",UCD,Pontevedra,"2 (C, I)",–,2
"Galache Cortés, José Luis",PSOE,Badajoz,1 (VIII),1 (III),2
"Galán Cano, Ángel Samuel †",PSOE,Albacete,1 (IV),"3 (II, III, V)",4
"Galán Cazallas, Ramón",PP,La Rioja,–,1 (VI),1
"Galán Pérez, Joaquín Jesús",PSOE,Sevilla / Parlamento de Andalucía,–,"5 (III, IV, V, VI, VII)",5
"Galant Ruiz, Joaquín",UCD,Alicante,"2 (C, I)",–,2
"Galeano Gracia, Óscar",PSOE,Zaragoza,"2 (XI, XII)",–,2
"Galeote Jiménez, Guillermo",PSOE,Córdoba,"5 (C, I, II, III, IV)",–,5
"Galerón de Miguel, Alberto",PP,Burgos,–,1 (IV),1
"Galiano López, Manuela",PSOE,Cuenca,–,"2 (XI, XII)",2
"Galindo González, José Ramón",Podemos,Lanzarote (Las Palmas),–,1 (XI),1
"Galindo Santana, José Marcelino",CC (ICAN),Gran Canaria (Las Palmas),–,1 (V),1
"Gallastegui Altube, Victoriano",PNV,Guipúzcoa,–,"2 (XI, XII)",2
"Gallego Arriola, María del Puerto",PSOE,Cantabria,"3 (X, XI, XII)",–,3
"Gallego Barrero, Mariano †",PP,Badajoz,1 (IX),–,1
"Gallego Bezares, Ignacio †","PCE, IU","Córdoba, Málaga","3 (C, I, III)",–,3
"Gallego Burgos, Antonio",PP,Barcelona,"2 (IX, X)",–,2
"Gallego Cuesta, Heliodoro",PSOE,Palencia,–,"4 (III, IV, V, VI)",4
"Gallego Esperanza, María Mercedes",PP,Orense,–,1 (VIII),1
"Gallego López, José Antonio",PSOE,Murcia,"2 (II, VII)","2 (V, VI)",4
"Gallent Nicola, Manuel",AP-PDP-UV,Valencia,1 (II),–,1
"Gallizo Llamas, Mercedes",PSOE,Zaragoza,1 (VII),–,1
"Galovart Carrera, María Dolores",PSdeG-PSOE,Pontevedra,"2 (XI, XII)",–,2
"Galván Bello, José Miguel †","UCD, AIC",Santa Cruz de Tenerife. Tenerife,"2 (C, I)",1 (III),3
"Galván de Urzaiz, Pedro Tomás",PP,Tenerife (Santa Cruz de Tenerife),–,1 (VI),1
"Galván González, Acenk Alejandro",UCD,La Palma (Santa Cruz de Tenerife),–,"2 (C, I)",2
"Galván Lobato, Sara María",PSOE,Valladolid,–,"2 (XIII, XIV)",2
"Galván Porras, Antonio","PP-EU, PP",Badajoz,–,"3 (X, XI, XII)",3
"Gamarra Ruiz-Clavijo, María Concepción",PP,La Rioja,"2 (XIII, XIV)",–,2
"Gamazo Micó, Óscar",PP,Valencia,"2 (XII, XIV)",–,2
"Gamboa Sánchez-Barcaiztegui, Marcial †",Independiente,Designación real,–,1 (C),1
"Gamero Mir, Eduardo",PP,Baleares. Mallorca,1 (VI),1 (VII),2
"Gámez García, María de las Mercedes",PSOE,Jaén,"2 (IX, X)",–,2
"Gámez Mata, María Remedios",PP,Toledo,–,1 (VII),1
"Gámez Tapias, Ana María",PSOE,Granada,–,1 (XI),1
"Gámez Vera, Carmen Nuria",PSOE,La Gomera (Santa Cruz de Tenerife),–,1 (IX),1
"Gaminde Alix, Ignacio",PNV,Parlamento Vasco,–,"4 (I, II, III, IV)",4
"Gámir Casares, Luis †","UCD, PP","Alicante, Murcia, Madrid","6 (C, I, V, VI, VII, VIII)",–,6
"Gangoiti Llaguno, Jon",PNV,Vizcaya,"2 (II, III)","2 (V, VI)",4
"Ganyet Solé, Joan",PSC-PSOE[1]​,Lérida,–,1 (VII),1
"Garau Juan, María Antònia",PP,Parlamento de las Islas Baleares,–,1 (X),1
"Garaulet Rodríguez, Miguel Ángel",C's,Murcia,"3 (XI, XII, XIII)",–,3
"Garcés Sanagustín, Mario",PP,Huesca,"2 (XIII, XIV)",–,2
"García Adanero, Carlos",NA+ (UPN),Navarra,"2 (XIII, XIV)",–,2
"García Agudín, Fernando",UCD,La Coruña,1 (II),–,1
"García Albiol, Xavier",PP,Parlamento de Cataluña,–,"2 (XI, XII)",2
"García Álvarez, María Caridad",IU,Madrid,1 (X),–,1
"García Amigo, Manuel †",AP-PDP,Zaragoza,1 (II),–,1
"García Añoveros, Jaime Julián †",UCD,Sevilla,"2 (C, I)",–,2
"García Aranda, Melchor",PSOE,Granada,–,1 (V),1
"García Arias, Ludivina",PSOE,Asturias,"3 (I, II, VII)",–,3
"García Arias, María Trinidad",PP,León,1 (VII),–,1
"García Arroyo, Raimundo",UCD,Cáceres,–,1 (I),1
"García Avilés, Teresa",PP,Ávila,–,1 (VII),1
"García Ballestero, José Manuel",PP,Cáceres,–,"3 (VII, VIII, IX)",3
"García Benavides, Julio",UCD,Ávila,–,1 (C),1
"García Bloise, Carmen †",PSOE,Madrid,"6 (C, I, II, III, IV, V)",–,6
